Country	Record	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	
Laos	CBA_GgCO2eq	5.839035e+03	5.401449e+03	4.963862e+03	-5.077836e+02	2.684373e+03	6.632518e+03	6.657519e+03	7.251007e+03	6.469141e+03	6.576031e+03	7.080705e+03	7.231153e+03	7.496855e+03	7.632252e+03	7.994338e+03	7.996107e+03	8.225425e+03	8.151001e+03	8.293442e+03	9.078253e+03	9.417022e+03	9.641330e+03	1.012845e+04	1.023301e+04	1.045948e+04	1.062179e+04	1.485776e+04	1.486384e+04	1.800171e+04	
Laos	PBA_tCO2eqperCap	1.446689e+00	1.399863e+00	1.431111e+00	1.400433e+00	1.440034e+00	1.456872e+00	1.480509e+00	1.524752e+00	1.436346e+00	1.440306e+00	1.485725e+00	1.495379e+00	1.540142e+00	1.542048e+00	1.605440e+00	1.585535e+00	1.597674e+00	1.530698e+00	1.529684e+00	1.593755e+00	1.680269e+00	1.638311e+00	1.706749e+00	1.666412e+00	1.716867e+00	1.750482e+00	1.782063e+00	1.783403e+00	1.799707e+00	
Laos	CBA_tCO2eqperCap	1.371309e+00	1.233489e+00	1.103080e+00	-1.099099e-01	5.668018e-01	1.368658e+00	1.344682e+00	1.435843e+00	1.257365e+00	1.256166e+00	1.329960e+00	1.336627e+00	1.364802e+00	1.368523e+00	1.411928e+00	1.390144e+00	1.407018e+00	1.371068e+00	1.371497e+00	1.476379e+00	1.506965e+00	1.518798e+00	1.571520e+00	1.564442e+00	1.575223e+00	1.575699e+00	2.170283e+00	2.137759e+00	2.549456e+00	
Laos	Population	4258000	4379000	4500000	4620000	4736000	4846000	4951000	5050000	5145000	5235000	5324000	5410000	5493000	5577000	5662000	5752000	5846000	5945000	6047000	6149000	6249000	6348000	6445000	6541000	6640000	6741000	6846000	6953000	7061000	
Laos	PBA_GgCO2eqPerBnUSDGDP	7.116781e+03	5.962525e+03	5.710197e+03	4.872910e+03	4.418225e+03	4.003320e+03	3.912105e+03	4.407526e+03	5.772635e+03	5.184159e+03	4.569090e+03	4.574190e+03	4.811803e+03	4.250431e+03	3.841281e+03	3.333871e+03	2.704986e+03	2.154885e+03	1.699145e+03	1.680120e+03	1.473107e+03	1.188675e+03	1.079347e+03	9.127273e+02	8.591805e+02	8.199887e+02	7.718738e+02	7.357702e+02	7.078022e+02	
Laos	CBA_GgCO2eqPerBnUSDGDP	6.745964e+03	5.253878e+03	4.401340e+03	-3.824395e+02	1.739027e+03	3.760919e+03	3.553194e+03	4.150520e+03	5.053314e+03	4.521378e+03	4.090061e+03	4.088587e+03	4.263994e+03	3.772135e+03	3.378273e+03	2.923025e+03	2.382191e+03	1.930162e+03	1.523433e+03	1.556383e+03	1.321169e+03	1.101962e+03	9.938279e+02	8.568762e+02	7.882967e+02	7.381141e+02	9.400257e+02	8.819653e+02	1.002669e+03	
Laos	GDP_MilUSD	8.655599e+02	1.028088e+03	1.127807e+03	1.327749e+03	1.543606e+03	1.763536e+03	1.873672e+03	1.747012e+03	1.280178e+03	1.454431e+03	1.731198e+03	1.768619e+03	1.758177e+03	2.023324e+03	2.366398e+03	2.735559e+03	3.452883e+03	4.222963e+03	5.443915e+03	5.832915e+03	7.127793e+03	8.749241e+03	1.019135e+04	1.194223e+04	1.326846e+04	1.439044e+04	1.580569e+04	1.685309e+04	1.795379e+04	
Latvia	PBA_GgCO2eq	2.640000e+04	24400	19700	16400	14500	13000	13100	12500	12100	11300	10700	11200	11200	11400	11400	11500	1.210000e+04	12600	12200	11400	12500	11700	1.160000e+04	1.150000e+04	11400	1.160000e+04	11600	1.160000e+04	1.173761e+04	
Latvia	CBA_GgCO2eq	3.399016e+04	2.333069e+04	1.267123e+04	3.629654e+03	8.053539e+03	1.314905e+04	1.377923e+04	1.377585e+04	1.416258e+04	1.355104e+04	1.283843e+04	1.364162e+04	1.382023e+04	1.440478e+04	1.501743e+04	1.531196e+04	1.743474e+04	1.944121e+04	1.893834e+04	1.635256e+04	1.718791e+04	1.717057e+04	1.698557e+04	1.690710e+04	1.611788e+04	1.636267e+04	1.516610e+04	1.524834e+04	1.782783e+04	
Latvia	PBA_tCO2eqperCap	9.909910e+00	9.211023e+00	7.519084e+00	6.349206e+00	5.699686e+00	5.183413e+00	5.284389e+00	5.095801e+00	4.977376e+00	4.692691e+00	4.488255e+00	4.747774e+00	4.800686e+00	4.943625e+00	5.002194e+00	5.106572e+00	5.438202e+00	5.732484e+00	5.619530e+00	5.314685e+00	5.899009e+00	5.587393e+00	5.606573e+00	5.623472e+00	5.640772e+00	5.805806e+00	5.876393e+00	5.945669e+00	6.087971e+00	
Latvia	CBA_tCO2eqperCap	1.275907e+01	8.807359e+00	4.836346e+00	1.405209e+00	3.165699e+00	5.242841e+00	5.558382e+00	5.615918e+00	5.825823e+00	5.627508e+00	5.385248e+00	5.782800e+00	5.923802e+00	6.246652e+00	6.589482e+00	6.799271e+00	7.835839e+00	8.844954e+00	8.723324e+00	7.623572e+00	8.111332e+00	8.199889e+00	8.209557e+00	8.267529e+00	7.975198e+00	8.189524e+00	7.682928e+00	7.815652e+00	9.246798e+00	
Latvia	Population	2664000	2649000	2620000	2583000	2544000	2508000	2479000	2453000	2431000	2408000	2384000	2359000	2333000	2306000	2279000	2252000	2225000	2198000	2171000	2145000	2119000	2094000	2069000	2045000	2021000	1998000	1974000	1951000	1928000	
Latvia	PBA_GgCO2eqPerBnUSDGDP	0	0	0	0	0	2.252831e+03	2.200938e+03	1.920574e+03	1.693283e+03	1.503050e+03	1.348591e+03	1.343772e+03	1.175242e+03	9.717259e+02	7.941314e+02	6.800964e+02	5.644496e+02	4.077936e+02	3.421392e+02	4.342708e+02	5.251239e+02	4.106603e+02	4.116888e+02	3.798818e+02	3.632565e+02	4.282020e+02	4.182571e+02	3.831796e+02	3.420660e+02	
Latvia	CBA_GgCO2eqPerBnUSDGDP	0	0	0	0	0	2.278660e+03	2.315056e+03	2.116602e+03	1.981921e+03	1.802469e+03	1.618111e+03	1.636717e+03	1.450189e+03	1.227851e+03	1.046124e+03	9.055312e+02	8.133085e+02	6.292064e+02	5.311105e+02	6.229334e+02	7.220627e+02	6.026727e+02	6.028250e+02	5.584955e+02	5.135898e+02	6.040110e+02	5.468386e+02	5.036942e+02	5.195515e+02	
Latvia	GDP_MilUSD	0	0	0	0	0	5.770516e+03	5.952007e+03	6.508472e+03	7.145882e+03	7.518045e+03	7.934206e+03	8.334748e+03	9.529949e+03	1.173170e+04	1.435531e+04	1.690937e+04	2.143681e+04	3.089798e+04	3.565800e+04	2.625090e+04	2.380391e+04	2.849070e+04	2.817663e+04	3.027257e+04	3.138278e+04	2.709002e+04	2.773414e+04	3.027301e+04	3.431387e+04	
Lebanon	PBA_GgCO2eq	11500	11700	13800	15300	15700	17500	17900	19000	20500	19900	18700	19800	19700	22200	21000	20500	18600	17600	21400	25200	24300	25000	26700	26600	29100	22600	22300	22300	2.252501e+04	
Lebanon	CBA_GgCO2eq	1.513878e+04	1.633248e+04	1.752617e+04	1.328425e+04	1.825497e+04	2.510010e+04	2.523072e+04	2.583334e+04	2.609137e+04	2.565682e+04	2.411274e+04	2.594748e+04	2.488149e+04	2.856826e+04	2.805179e+04	2.714526e+04	2.596192e+04	2.418717e+04	2.876954e+04	3.288084e+04	3.302766e+04	3.442428e+04	3.638593e+04	3.595638e+04	3.807756e+04	3.183216e+04	2.987082e+04	3.076653e+04	3.297319e+04	
Lebanon	PBA_tCO2eqperCap	4.102747e+00	4.004107e+00	4.486346e+00	4.713494e+00	4.613576e+00	4.960317e+00	4.957076e+00	5.194095e+00	5.549540e+00	5.309498e+00	4.865990e+00	4.961163e+00	4.710665e+00	5.059253e+00	4.596192e+00	4.362630e+00	3.907563e+00	3.692050e+00	4.491081e+00	5.235820e+00	4.906118e+00	4.805844e+00	4.821235e+00	4.498562e+00	4.647820e+00	3.459360e+00	3.321418e+00	3.270274e+00	3.284007e+00	
Lebanon	CBA_tCO2eqperCap	5.400922e+00	5.589485e+00	5.697714e+00	4.092497e+00	5.364375e+00	7.114540e+00	6.987185e+00	7.062148e+00	7.063177e+00	6.845469e+00	6.274458e+00	6.501498e+00	5.949664e+00	6.510543e+00	6.139591e+00	5.776816e+00	5.454184e+00	5.073876e+00	6.037679e+00	6.831672e+00	6.668212e+00	6.617510e+00	6.570229e+00	6.080903e+00	6.081705e+00	4.872518e+00	4.449036e+00	4.511884e+00	4.807288e+00	
Lebanon	Population	2803000	2922000	3076000	3246000	3403000	3528000	3611000	3658000	3694000	3748000	3843000	3991000	4182000	4388000	4569000	4699000	4760000	4767000	4765000	4813000	4953000	5202000	5538000	5913000	6261000	6533000	6714000	6819000	6859000	
Lebanon	PBA_GgCO2eqPerBnUSDGDP	4.051457e+03	2.494449e+03	2.361566e+03	1.926529e+03	1.635565e+03	1.493328e+03	1.307503e+03	1.206206e+03	1.188600e+03	1.144266e+03	1.083407e+03	1.121829e+03	1.028600e+03	1.105417e+03	9.924466e+02	9.536065e+02	8.445827e+02	7.088955e+02	7.349175e+02	7.118728e+02	6.320898e+02	6.261407e+02	6.063222e+02	5.670513e+02	6.045562e+02	4.525487e+02	4.355033e+02	4.196412e+02	4.098341e+02	
Lebanon	CBA_GgCO2eqPerBnUSDGDP	5.333402e+03	3.482096e+03	2.999218e+03	1.672711e+03	1.901732e+03	2.141867e+03	1.842975e+03	1.640018e+03	1.512791e+03	1.475288e+03	1.397001e+03	1.470133e+03	1.299143e+03	1.422515e+03	1.325710e+03	1.262727e+03	1.178870e+03	9.742144e+02	9.880017e+02	9.288482e+02	8.591129e+02	8.621779e+02	8.262770e+02	7.665080e+02	7.910660e+02	6.374160e+02	5.833562e+02	5.789643e+02	5.999349e+02	
Lebanon	GDP_MilUSD	2.838485e+03	4.690415e+03	5.843579e+03	7.941744e+03	9.599127e+03	1.171880e+04	1.369022e+04	1.575187e+04	1.724718e+04	1.739106e+04	1.726036e+04	1.764975e+04	1.915224e+04	2.008292e+04	2.115983e+04	2.149734e+04	2.202271e+04	2.482736e+04	2.911892e+04	3.539958e+04	3.844391e+04	3.992713e+04	4.403599e+04	4.690934e+04	4.813449e+04	4.993937e+04	5.120512e+04	5.314064e+04	5.496128e+04	
Lesotho	PBA_GgCO2eq	3160	3220	3430	3450	3470	3430	3460	3460	3420	3970	3940	3970	3780	3870	3880	4080	4050	4140	4110	4230	4280	4380	4450	4400	4420	4470	4510	4860	4.783192e+03	
Lesotho	CBA_GgCO2eq	4.130952e+03	3.575311e+03	3.019670e+03	-7.341182e+03	-1.497375e+03	3.862739e+03	3.452485e+03	3.992690e+03	3.684731e+03	4.209116e+03	4.072823e+03	4.066518e+03	3.859734e+03	4.126211e+03	4.212073e+03	4.427592e+03	4.400349e+03	4.544210e+03	4.602815e+03	5.111831e+03	5.806744e+03	6.129100e+03	5.998430e+03	5.824870e+03	5.623590e+03	5.772181e+03	3.343359e+03	3.493358e+03	4.515630e+03	
Lesotho	PBA_tCO2eqperCap	1.854460e+00	1.847390e+00	1.924804e+00	1.893524e+00	1.864589e+00	1.806214e+00	1.789038e+00	1.758130e+00	1.711712e+00	1.965347e+00	1.938023e+00	1.949902e+00	1.862069e+00	1.917740e+00	1.934197e+00	2.044088e+00	2.035176e+00	2.083543e+00	2.068445e+00	2.125628e+00	2.144289e+00	2.185629e+00	2.208437e+00	2.168556e+00	2.163485e+00	2.170957e+00	2.173494e+00	2.323136e+00	2.269067e+00	
Lesotho	CBA_tCO2eqperCap	2.424267e+00	2.051240e+00	1.694540e+00	-4.029189e+00	-8.046078e-01	2.034091e+00	1.785153e+00	2.028806e+00	1.844210e+00	2.083721e+00	2.003356e+00	1.997308e+00	1.901347e+00	2.044703e+00	2.099737e+00	2.218232e+00	2.211230e+00	2.286970e+00	2.316464e+00	2.568759e+00	2.909190e+00	3.058433e+00	2.976888e+00	2.870808e+00	2.752614e+00	2.803390e+00	1.611257e+00	1.669865e+00	2.142139e+00	
Lesotho	Population	1704000	1743000	1782000	1822000	1861000	1899000	1934000	1968000	1998000	2020000	2033000	2036000	2030000	2018000	2006000	1996000	1990000	1987000	1987000	1990000	1996000	2004000	2015000	2029000	2043000	2059000	2075000	2092000	2108000	
Lesotho	PBA_GgCO2eqPerBnUSDGDP	5.298323e+03	4.571726e+03	4.127389e+03	4.128805e+03	3.951037e+03	3.423530e+03	3.657029e+03	3.466948e+03	3.683526e+03	4.349392e+03	4.440461e+03	4.808001e+03	4.872511e+03	3.342451e+03	2.567434e+03	2.425178e+03	2.249868e+03	2.412218e+03	2.337173e+03	2.385518e+03	1.885857e+03	1.670266e+03	1.761549e+03	1.817078e+03	1.768139e+03	1.884263e+03	2.082748e+03	2.020547e+03	1.856907e+03	
Lesotho	CBA_GgCO2eqPerBnUSDGDP	6.926303e+03	5.076193e+03	3.633630e+03	-8.785597e+03	-1.704952e+03	3.855453e+03	3.649086e+03	4.000708e+03	3.968655e+03	4.611359e+03	4.590155e+03	4.924893e+03	4.975290e+03	3.563736e+03	2.787170e+03	2.631788e+03	2.444495e+03	2.647736e+03	2.617414e+03	2.882829e+03	2.558571e+03	2.337267e+03	2.374501e+03	2.405510e+03	2.249612e+03	2.433178e+03	1.543985e+03	1.452365e+03	1.753035e+03	
Lesotho	GDP_MilUSD	5.964151e+02	7.043292e+02	8.310339e+02	8.355928e+02	8.782505e+02	1.001890e+03	9.461233e+02	9.979960e+02	9.284582e+02	9.127713e+02	8.872953e+02	8.257070e+02	7.757807e+02	1.157833e+03	1.511237e+03	1.682351e+03	1.800106e+03	1.716263e+03	1.758535e+03	1.773200e+03	2.269526e+03	2.622336e+03	2.526185e+03	2.421470e+03	2.499804e+03	2.372280e+03	2.165408e+03	2.405289e+03	2.575892e+03	
Liberia	PBA_GgCO2eq	1510	1270	1230	1200	1170	1180	1240	1360	1470	1580	1690	1810	1830	1920	2120	2280	2390	2360	2370	2420	2760	2910	3070	3090	3090	3370	3510	3640	3.672529e+03	
Liberia	CBA_GgCO2eq	1.094925e+03	7.209799e+02	3.470352e+02	-2.611149e+03	-1.090278e+03	5.088471e+02	4.809668e+02	8.539339e+02	9.834680e+02	1.100047e+03	1.018807e+03	1.244204e+03	1.290827e+03	1.081898e+03	1.212101e+03	1.283704e+03	1.708202e+03	1.712080e+03	1.731840e+03	1.967193e+03	2.129483e+03	2.182742e+03	2.480308e+03	2.682517e+03	2.668950e+03	2.940558e+03	2.110429e+03	1.866930e+03	3.465614e+03	
Liberia	PBA_tCO2eqperCap	7.273603e-01	6.225490e-01	6.143856e-01	6.069803e-01	5.891239e-01	5.770171e-01	5.740741e-01	5.846948e-01	5.840286e-01	5.851852e-01	5.933989e-01	6.127285e-01	6.049587e-01	6.239844e-01	6.760204e-01	7.085146e-01	7.179333e-01	6.816869e-01	6.568736e-01	6.446457e-01	7.093292e-01	7.244212e-01	7.422631e-01	7.274011e-01	7.087156e-01	7.535778e-01	7.652060e-01	7.741387e-01	7.620936e-01	
Liberia	CBA_tCO2eqperCap	5.274204e-01	3.534215e-01	1.733443e-01	-1.320763e+00	-5.489817e-01	2.488250e-01	2.226698e-01	3.671255e-01	3.907302e-01	4.074247e-01	3.577273e-01	4.211930e-01	4.267198e-01	3.516081e-01	3.865118e-01	3.989137e-01	5.131276e-01	4.945351e-01	4.800000e-01	5.240257e-01	5.472842e-01	5.433762e-01	5.996877e-01	6.314775e-01	6.121446e-01	6.575488e-01	4.600892e-01	3.970502e-01	7.191563e-01	
Liberia	Population	2076000	2040000	2002000	1977000	1986000	2045000	2160000	2326000	2517000	2700000	2848000	2954000	3025000	3077000	3136000	3218000	3329000	3462000	3608000	3754000	3891000	4017000	4136000	4248000	4360000	4472000	4587000	4702000	4819000	
Liberia	PBA_GgCO2eqPerBnUSDGDP	0	0	0	0	0	0	0	0	0	0	1.933638e+03	1.997792e+03	1.974110e+03	2.566845e+03	2.363434e+03	2.402529e+03	2.135836e+03	1.718864e+03	1.373117e+03	1.368778e+03	1.381381e+03	1.213511e+03	1.128262e+03	1.007499e+03	9.828244e+02	1.060749e+03	1.070832e+03	1.107914e+03	1.125162e+03	
Liberia	CBA_GgCO2eqPerBnUSDGDP	0	0	0	0	0	0	0	0	0	0	1.165683e+03	1.373294e+03	1.392478e+03	1.446388e+03	1.351283e+03	1.352692e+03	1.526543e+03	1.246963e+03	1.003383e+03	1.112666e+03	1.065807e+03	9.102344e+02	9.115429e+02	8.746386e+02	8.489028e+02	9.255770e+02	6.438502e+02	5.682409e+02	1.061769e+03	
Liberia	GDP_MilUSD	0	0	0	0	0	0	0	0	0	0	874	906	927	748	897	949	1119	1373	1726	1768	1998	2398	2721	3067	3144	3177	3.277826e+03	3.285455e+03	3264	
Libya	PBA_GgCO2eq	75500	81600	79700	85200	91900	95500	92300	82100	77000	72100	73700	72600	72000	77100	78100	82500	84000	79600	86100	86200	92000	58500	78900	83200	83600	77500	75800	78500	7.675169e+04	
Libya	CBA_GgCO2eq	5.354208e+04	5.637511e+04	5.920813e+04	5.862536e+04	6.545997e+04	6.689429e+04	6.558654e+04	6.041770e+04	5.819770e+04	5.293992e+04	4.871369e+04	4.547882e+04	4.173143e+04	3.320288e+04	2.937123e+04	3.054421e+04	3.420022e+04	3.066434e+04	3.531271e+04	3.514096e+04	3.784609e+04	2.468736e+04	3.818761e+04	3.976831e+04	3.680471e+04	3.371793e+04	7.273664e+04	7.569619e+04	7.433030e+04	
Libya	PBA_tCO2eqperCap	1.701600e+01	1.795775e+01	1.713610e+01	1.791798e+01	1.892894e+01	1.929683e+01	1.832804e+01	1.604142e+01	1.481624e+01	1.366566e+01	1.375513e+01	1.333823e+01	1.301754e+01	1.371642e+01	1.367776e+01	1.422659e+01	1.426873e+01	1.332218e+01	1.421027e+01	1.405282e+01	1.484350e+01	9.364495e+00	1.255170e+01	1.316456e+01	1.314052e+01	1.207541e+01	1.167591e+01	1.192828e+01	1.149149e+01	
Libya	CBA_tCO2eqperCap	1.206718e+01	1.240649e+01	1.273019e+01	1.232920e+01	1.348300e+01	1.351673e+01	1.302354e+01	1.180494e+01	1.119833e+01	1.003410e+01	9.091768e+00	8.355469e+00	7.545007e+00	5.906935e+00	5.143823e+00	5.267152e+00	5.809448e+00	5.132106e+00	5.828141e+00	5.728882e+00	6.106177e+00	3.951875e+00	6.075026e+00	6.292454e+00	5.785085e+00	5.253650e+00	1.120404e+01	1.150223e+01	1.112896e+01	
Libya	Population	4437000	4544000	4651000	4755000	4855000	4949000	5036000	5118000	5197000	5276000	5358000	5443000	5531000	5621000	5710000	5799000	5887000	5975000	6059000	6134000	6198000	6247000	6286000	6320000	6362000	6418000	6492000	6581000	6679000	
Libya	PBA_GgCO2eqPerBnUSDGDP	2.612291e+03	2.550398e+03	2.352324e+03	2.779134e+03	3.212397e+03	3.738628e+03	3.310069e+03	2.674386e+03	2.825710e+03	2.004074e+03	1.925780e+03	2.128404e+03	3.515301e+03	2.935396e+03	2.357927e+03	1.742928e+03	1.528330e+03	1.178976e+03	9.880606e+02	1.367639e+03	1.230383e+03	1.685908e+03	9.636799e+02	1.270173e+03	2.031951e+03	2.783551e+03	2.893445e+03	2.072156e+03	1.458939e+03	
Libya	CBA_GgCO2eqPerBnUSDGDP	1.852549e+03	1.761997e+03	1.747512e+03	1.912297e+03	2.288176e+03	2.618774e+03	2.352069e+03	1.968091e+03	2.135712e+03	1.471505e+03	1.272888e+03	1.333296e+03	2.037480e+03	1.264119e+03	8.867507e+02	6.452891e+02	6.222529e+02	4.541772e+02	4.052392e+02	5.575424e+02	5.061434e+02	7.114637e+02	4.664212e+02	6.071232e+02	8.945619e+02	1.211040e+03	2.776510e+03	1.998144e+03	1.412912e+03	
Libya	GDP_MilUSD	2.890184e+04	3.199501e+04	3.388139e+04	3.065703e+04	2.860792e+04	2.554413e+04	2.788462e+04	3.069863e+04	2.724979e+04	3.597671e+04	3.827021e+04	3.411006e+04	2.048189e+04	2.626562e+04	3.312231e+04	4.733415e+04	5.496194e+04	6.751624e+04	8.714041e+04	6.302832e+04	7.477344e+04	3.469940e+04	8.187366e+04	6.550287e+04	4.114272e+04	2.784213e+04	2.619714e+04	3.788324e+04	5.260789e+04	
Liechtenstein	PBA_GgCO2eq	244	250	249	255	242	246	247	259	270	267	258	258	264	274	275	276	279	250	269	254	240	226	235	242	211	208	198	204	204	
Liechtenstein	CBA_GgCO2eq	5.469160e+02	-7.217897e+01	-6.912739e+02	-6.664018e+03	-3.443593e+03	4.898868e+02	1.413712e+02	5.384492e+02	5.043213e+02	5.444237e+02	5.242162e+02	5.514033e+02	5.639246e+02	5.263431e+02	5.092241e+02	5.184774e+02	5.035481e+02	4.701591e+02	4.779853e+02	4.576661e+02	4.639951e+02	4.845647e+02	4.559574e+02	4.667304e+02	3.832977e+02	3.724470e+02	-8.022676e+02	-1.077827e+03	1.372058e+03	
Liechtenstein	PBA_tCO2eqperCap	8.413793e+00	8.620690e+00	8.300000e+00	8.500000e+00	8.066667e+00	7.935484e+00	7.967742e+00	8.093750e+00	8.437500e+00	8.090909e+00	7.818182e+00	7.588235e+00	7.764706e+00	8.058824e+00	8.088235e+00	7.885714e+00	7.971429e+00	7.142857e+00	7.685714e+00	7.055556e+00	6.666667e+00	6.277778e+00	6.351351e+00	6.540541e+00	5.702703e+00	5.621622e+00	5.210526e+00	5.368421e+00	5.368421e+00	
Liechtenstein	CBA_tCO2eqperCap	1.885917e+01	-2.488930e+00	-2.304246e+01	-2.221339e+02	-1.147864e+02	1.580280e+01	4.560361e+00	1.682654e+01	1.576004e+01	1.649769e+01	1.588534e+01	1.621774e+01	1.658602e+01	1.548068e+01	1.497718e+01	1.481364e+01	1.438709e+01	1.343312e+01	1.365672e+01	1.271295e+01	1.288875e+01	1.346013e+01	1.232317e+01	1.261434e+01	1.035940e+01	1.006614e+01	-2.111230e+01	-2.836387e+01	3.610679e+01	
Liechtenstein	Population	29000	29000	30000	30000	30000	31000	31000	32000	32000	33000	33000	34000	34000	34000	34000	35000	35000	35000	35000	36000	36000	36000	37000	37000	37000	37000	38000	38000	38000	
Liechtenstein	PBA_GgCO2eqPerBnUSDGDP	1.716537e+02	1.684464e+02	1.526486e+02	1.524113e+02	1.242224e+02	1.012987e+02	9.864086e+01	1.126866e+02	1.088832e+02	1.002242e+02	1.038667e+02	1.035387e+02	9.819124e+01	8.923072e+01	7.960948e+01	7.542526e+01	6.974583e+01	5.433248e+01	5.293782e+01	5.638744e+01	4.722210e+01	3.937298e+01	4.307177e+01	3.786139e+01	3.169515e+01	3.318236e+01	3.174469e+01	3.113145e+01	0	
Liechtenstein	CBA_GgCO2eqPerBnUSDGDP	3.847548e+02	-4.863314e+01	-4.237830e+02	-3.983026e+03	-1.767651e+03	2.017272e+02	5.645739e+01	2.342702e+02	2.033782e+02	2.043613e+02	2.110411e+02	2.212851e+02	2.097442e+02	1.714087e+02	1.474148e+02	1.416895e+02	1.258795e+02	1.021796e+02	9.406507e+01	1.016009e+02	9.129510e+01	8.441927e+01	8.356977e+01	7.302092e+01	5.757666e+01	5.941668e+01	-1.286249e+02	-1.644820e+02	0	
Liechtenstein	GDP_MilUSD	1.421466e+03	1.484152e+03	1.631198e+03	1.673104e+03	1.948118e+03	2.428461e+03	2.504033e+03	2.298410e+03	2.479721e+03	2.664026e+03	2.483953e+03	2.491823e+03	2.688631e+03	3.070691e+03	3.454363e+03	3.659252e+03	4.000239e+03	4.601300e+03	5.081433e+03	4.504549e+03	5.082366e+03	5.739977e+03	5.456009e+03	6.391736e+03	6.657171e+03	6.268392e+03	6.237264e+03	6.552859e+03	0	
Lithuania	PBA_GgCO2eq	47800	49800	30600	24600	2.310000e+04	22200	23300	22800	23800	21000	19500	20200	20600	20800	21700	22900	23200	25300	24400	20000	20800	2.140000e+04	2.130000e+04	20100	2.010000e+04	2.030000e+04	2.030000e+04	20500	1.995955e+04	
Lithuania	CBA_GgCO2eq	6.119046e+04	4.315476e+04	2.511906e+04	1.305930e+04	1.745006e+04	2.278810e+04	2.446699e+04	2.491302e+04	2.720555e+04	2.489990e+04	2.300652e+04	2.396632e+04	2.497629e+04	2.646506e+04	2.762056e+04	2.889598e+04	3.042505e+04	3.362971e+04	3.394886e+04	2.831797e+04	2.910636e+04	3.016593e+04	2.940137e+04	2.863238e+04	2.729330e+04	2.754830e+04	2.414319e+04	2.394496e+04	2.761224e+04	
Lithuania	PBA_tCO2eqperCap	1.293290e+01	1.347038e+01	8.297180e+00	6.701171e+00	6.330502e+00	6.120761e+00	6.465039e+00	6.368715e+00	6.694796e+00	5.950694e+00	5.568247e+00	5.814623e+00	5.979681e+00	6.092560e+00	6.418219e+00	6.848086e+00	7.023918e+00	7.763118e+00	7.594149e+00	6.315125e+00	6.658131e+00	6.941291e+00	6.992777e+00	6.679960e+00	6.765399e+00	6.923602e+00	7.024221e+00	7.205624e+00	7.125867e+00	
Lithuania	CBA_tCO2eqperCap	1.655586e+01	1.167291e+01	6.811026e+00	3.557424e+00	4.782147e+00	6.282906e+00	6.788842e+00	6.958944e+00	7.652756e+00	7.055794e+00	6.569538e+00	6.898767e+00	7.250011e+00	7.751922e+00	8.169347e+00	8.641142e+00	9.211339e+00	1.031903e+01	1.056609e+01	8.941576e+00	9.317017e+00	9.784604e+00	9.652451e+00	9.515579e+00	9.186569e+00	9.395736e+00	8.354046e+00	8.416506e+00	9.857994e+00	
Lithuania	Population	3696000	3697000	3688000	3671000	3649000	3627000	3604000	3580000	3555000	3529000	3502000	3474000	3445000	3414000	3381000	3344000	3303000	3259000	3213000	3167000	3124000	3083000	3046000	3009000	2971000	2932000	2890000	2845000	2801000	
Lithuania	PBA_GgCO2eqPerBnUSDGDP	0	0	0	0	0	2.820558e+03	2.778735e+03	2.252903e+03	2.117370e+03	1.913810e+03	1.689890e+03	1.648643e+03	1.442743e+03	1.106231e+03	9.580603e+02	8.765357e+02	7.678036e+02	6.366673e+02	5.099210e+02	5.341784e+02	5.616391e+02	4.923373e+02	4.971694e+02	4.327974e+02	4.142109e+02	4.904282e+02	4.718519e+02	4.293112e+02	3.733886e+02	
Lithuania	CBA_GgCO2eqPerBnUSDGDP	0	0	0	0	0	2.895278e+03	2.917909e+03	2.461694e+03	2.420345e+03	2.269222e+03	1.993769e+03	1.956035e+03	1.749241e+03	1.407523e+03	1.219455e+03	1.106042e+03	1.006917e+03	8.462822e+02	7.094769e+02	7.563425e+02	7.859264e+02	6.940101e+02	6.862657e+02	6.165183e+02	5.624469e+02	6.655400e+02	5.611829e+02	5.014556e+02	5.165495e+02	
Lithuania	GDP_MilUSD	0	0	0	0	0	7.870782e+03	8.385109e+03	1.012027e+04	1.124036e+04	1.097288e+04	1.153921e+04	1.225250e+04	1.427836e+04	1.880258e+04	2.264993e+04	2.612558e+04	3.021606e+04	3.973818e+04	4.785055e+04	3.744067e+04	3.703446e+04	4.346613e+04	4.284254e+04	4.644206e+04	4.852600e+04	4.139240e+04	4.302197e+04	4.775091e+04	5.345517e+04	
Luxembourg	PBA_GgCO2eq	12800	13400	13200	13300	12500	10100	10200	9520	8630	9100	9690	10200	11000	11400	12800	13100	12900	12300	12200	11600	12200	12100	11800	11300	10800	10300	10100	10300	9.289226e+03	
Luxembourg	CBA_GgCO2eq	1.480409e+04	1.469473e+04	1.458538e+04	9.415614e+03	1.223475e+04	1.437652e+04	1.486632e+04	1.478011e+04	1.494612e+04	1.557257e+04	1.663917e+04	1.674105e+04	1.731259e+04	1.839359e+04	2.022003e+04	2.024564e+04	2.057047e+04	2.093872e+04	2.191914e+04	2.076161e+04	2.192978e+04	2.325768e+04	2.215009e+04	2.243579e+04	2.080339e+04	2.032654e+04	8.515534e+03	8.628974e+03	9.887100e+03	
