Country	Record	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	
Congo	PBA_GgCO2eqPerBnUSDGDP	3.608759e+03	3.655242e+03	3.511496e+03	5.419574e+03	6.103883e+03	5.245737e+03	4.683753e+03	5.381624e+03	6.052892e+03	4.758042e+03	3.323074e+03	3.578765e+03	2.612588e+03	2.774704e+03	2.080183e+03	1.839986e+03	1.590944e+03	1.310352e+03	9.022673e+02	1.261266e+03	1.089887e+03	8.376885e+02	9.139332e+02	9.084550e+02	8.734656e+02	1.449175e+03	1.382440e+03	1.306006e+03	9.889248e+02	
Congo	CBA_GgCO2eqPerBnUSDGDP	3.434980e+03	3.349582e+03	2.945771e+03	1.061926e+03	2.648707e+03	4.075038e+03	3.371706e+03	3.733388e+03	4.017862e+03	2.997175e+03	1.914581e+03	2.168086e+03	1.692852e+03	1.829330e+03	1.376145e+03	1.164965e+03	9.952631e+02	8.612875e+02	6.113440e+02	9.030690e+02	7.184634e+02	5.371159e+02	5.832895e+02	6.041418e+02	5.759948e+02	1.002680e+03	1.315029e+03	1.162210e+03	8.884746e+02	
Congo	GDP_MilUSD	2.798746e+03	2.724854e+03	2.933223e+03	1.918970e+03	1.769365e+03	2.116004e+03	2.540698e+03	2.322719e+03	1.949481e+03	2.353910e+03	3.219911e+03	2.794260e+03	3.019994e+03	3.495869e+03	4.648629e+03	6.087003e+03	7.731261e+03	8.394688e+03	1.185901e+04	9.593538e+03	1.201959e+04	1.444451e+04	1.367715e+04	1.408986e+04	1.419632e+04	8.556595e+03	9.041987e+03	9.035182e+03	1.166270e+04	
Costa Rica	PBA_GgCO2eq	6420	7360	8440	9190	10800	10500	11200	11600	12000	11800	11400	11400	11800	12400	12500	12500	12800	14000	14400	13800	14000	14700	14500	14500	14500	16100	16900	16700	1.678829e+04	
Costa Rica	CBA_GgCO2eq	9.073778e+03	9.320300e+03	9.566822e+03	5.215606e+03	9.743149e+03	1.309299e+04	1.340573e+04	1.388593e+04	1.376418e+04	1.346468e+04	1.343670e+04	1.363540e+04	1.411356e+04	1.452785e+04	1.455437e+04	1.470089e+04	1.524253e+04	1.645794e+04	1.739629e+04	1.648419e+04	1.742319e+04	1.864590e+04	1.872875e+04	1.898390e+04	1.890892e+04	2.014765e+04	2.016275e+04	1.987045e+04	2.022082e+04	
Costa Rica	PBA_tCO2eqperCap	2.058352e+00	2.298563e+00	2.567691e+00	2.725386e+00	3.122290e+00	2.961083e+00	3.083700e+00	3.119118e+00	3.154574e+00	3.037323e+00	2.877335e+00	2.825979e+00	2.877347e+00	2.977906e+00	2.958580e+00	2.916472e+00	2.945915e+00	3.178207e+00	3.226529e+00	3.052422e+00	3.058772e+00	3.172890e+00	3.093003e+00	3.057782e+00	3.023983e+00	3.320957e+00	3.449684e+00	3.373737e+00	3.358331e+00	
Costa Rica	CBA_tCO2eqperCap	2.909195e+00	2.910775e+00	2.910503e+00	1.546740e+00	2.816753e+00	3.692326e+00	3.691005e+00	3.733780e+00	3.618345e+00	3.465812e+00	3.391394e+00	3.380118e+00	3.441492e+00	3.488917e+00	3.444822e+00	3.429979e+00	3.508063e+00	3.736196e+00	3.897892e+00	3.646138e+00	3.806683e+00	4.024585e+00	3.995041e+00	4.003353e+00	3.943467e+00	4.155869e+00	4.115686e+00	4.014232e+00	4.044972e+00	
Costa Rica	Population	3119000	3202000	3287000	3372000	3459000	3546000	3632000	3719000	3804000	3885000	3962000	4034000	4101000	4164000	4225000	4286000	4345000	4405000	4463000	4521000	4577000	4633000	4688000	4742000	4795000	4848000	4899000	4950000	4999000	
Costa Rica	PBA_GgCO2eqPerBnUSDGDP	1.124011e+03	1.026643e+03	9.896122e+02	9.635853e+02	1.035215e+03	9.119751e+02	9.639976e+02	9.241502e+02	8.812251e+02	8.312421e+02	7.625666e+02	7.163790e+02	7.149437e+02	7.210975e+02	6.746198e+02	6.266210e+02	5.663035e+02	5.234824e+02	4.703895e+02	4.515358e+02	3.756512e+02	3.478245e+02	3.120083e+02	2.914861e+02	2.866872e+02	2.939244e+02	2.956717e+02	2.855586e+02	2.772455e+02	
Costa Rica	CBA_GgCO2eqPerBnUSDGDP	1.588633e+03	1.300084e+03	1.121735e+03	5.468641e+02	9.339121e+02	1.137188e+03	1.153847e+03	1.106266e+03	1.010779e+03	9.485093e+02	8.988052e+02	8.568520e+02	8.551187e+02	8.448386e+02	7.854933e+02	7.369509e+02	6.743671e+02	6.153889e+02	5.682663e+02	5.393625e+02	4.675030e+02	4.411905e+02	4.030017e+02	3.816236e+02	3.738584e+02	3.678190e+02	3.527546e+02	3.397712e+02	3.339309e+02	
Costa Rica	GDP_MilUSD	5.711688e+03	7.169000e+03	8.528593e+03	9.537298e+03	1.043262e+04	1.151347e+04	1.161829e+04	1.255207e+04	1.361741e+04	1.419562e+04	1.494951e+04	1.591336e+04	1.650480e+04	1.719601e+04	1.852896e+04	1.994826e+04	2.260272e+04	2.674397e+04	3.061293e+04	3.056236e+04	3.726861e+04	4.226270e+04	4.647313e+04	4.974509e+04	5.057777e+04	5.477599e+04	5.715799e+04	5.848186e+04	6.055390e+04	
Croatia	PBA_GgCO2eq	31800	25100	23500	23600	22800	23300	24000	25200	25400	26400	26100	27300	28500	29900	30200	30700	31300	32800	31700	28700	28300	27900	26000	25100	24300	24800	24900	25600	2.645151e+04	
Croatia	CBA_GgCO2eq	3.713794e+04	2.999957e+04	2.286121e+04	1.694318e+04	2.097238e+04	2.818844e+04	2.856757e+04	3.043003e+04	2.965703e+04	3.002014e+04	2.884577e+04	3.053240e+04	3.154942e+04	3.469346e+04	3.562964e+04	3.606607e+04	3.751696e+04	3.956795e+04	3.936284e+04	3.532824e+04	3.426809e+04	3.373320e+04	3.155279e+04	3.074871e+04	2.961747e+04	3.018889e+04	2.113251e+04	2.165157e+04	2.550805e+04	
Croatia	PBA_tCO2eqperCap	6.658291e+00	5.273109e+00	4.965138e+00	5.023414e+00	4.894805e+00	5.046567e+00	5.245902e+00	5.560459e+00	5.654497e+00	5.924596e+00	5.894309e+00	6.193285e+00	6.483167e+00	6.812486e+00	6.888686e+00	7.012334e+00	7.160833e+00	7.519486e+00	7.282334e+00	6.611380e+00	6.538817e+00	6.468815e+00	6.052142e+00	5.868599e+00	5.709586e+00	5.858729e+00	5.915895e+00	6.120010e+00	6.364656e+00	
Croatia	CBA_tCO2eqperCap	7.775950e+00	6.302431e+00	4.830173e+00	3.606467e+00	4.502444e+00	6.105359e+00	6.244277e+00	6.714482e+00	6.602188e+00	6.737015e+00	6.514402e+00	6.926589e+00	7.176847e+00	7.904639e+00	8.127198e+00	8.238023e+00	8.583153e+00	9.071056e+00	9.042693e+00	8.138271e+00	7.917766e+00	7.821286e+00	7.344690e+00	7.189317e+00	6.958991e+00	7.131796e+00	5.020790e+00	5.176087e+00	6.137645e+00	
Croatia	Population	4776000	4760000	4733000	4698000	4658000	4617000	4575000	4532000	4492000	4456000	4428000	4408000	4396000	4389000	4384000	4378000	4371000	4362000	4353000	4341000	4328000	4313000	4296000	4277000	4256000	4233000	4209000	4183000	4156000	
Croatia	PBA_GgCO2eqPerBnUSDGDP	0	0	0	0	0	1.039371e+03	1.012222e+03	1.056390e+03	9.973701e+02	1.128183e+03	1.204475e+03	1.177751e+03	1.062811e+03	8.620068e+02	7.260595e+02	6.764085e+02	6.203554e+02	5.450053e+02	4.509960e+02	4.579821e+02	4.731814e+02	4.474433e+02	4.602229e+02	4.323342e+02	4.215609e+02	5.007002e+02	4.825864e+02	4.627654e+02	4.336925e+02	
Croatia	CBA_GgCO2eqPerBnUSDGDP	0	0	0	0	0	1.257435e+03	1.204864e+03	1.275635e+03	1.164529e+03	1.282887e+03	1.331189e+03	1.317201e+03	1.176529e+03	1.000201e+03	8.565973e+02	7.946382e+02	7.435735e+02	6.574616e+02	5.600153e+02	5.637527e+02	5.729690e+02	5.409927e+02	5.585121e+02	5.296303e+02	5.138093e+02	6.094993e+02	4.095687e+02	3.913906e+02	4.182238e+02	
Croatia	GDP_MilUSD	0	0	0	0	0	2.241741e+04	2.371021e+04	2.385482e+04	2.546697e+04	2.340045e+04	2.166918e+04	2.317976e+04	2.681568e+04	3.468650e+04	4.159439e+04	4.538677e+04	5.045495e+04	6.018290e+04	7.028887e+04	6.266620e+04	5.980793e+04	6.235427e+04	5.649437e+04	5.805693e+04	5.764291e+04	4.953064e+04	5.159697e+04	5.531961e+04	6.099140e+04	
Cuba	PBA_GgCO2eq	50000	45400	46500	43000	45600	38900	40300	39700	38600	38900	39400	38300	38000	37300	36800	37200	39100	38700	42200	41800	49000	46900	47000	46400	46600	47000	47900	47600	47600	
Cuba	CBA_GgCO2eq	5.865485e+04	5.339405e+04	4.813325e+04	3.781708e+04	4.469045e+04	4.298942e+04	4.298956e+04	4.251639e+04	4.165634e+04	4.209502e+04	4.245815e+04	4.182615e+04	4.144980e+04	4.129181e+04	4.110006e+04	4.194953e+04	4.509458e+04	4.480838e+04	4.966300e+04	4.756157e+04	5.470063e+04	5.326478e+04	5.322953e+04	5.286705e+04	5.234390e+04	5.255890e+04	4.965571e+04	4.918837e+04	4.931011e+04	
Cuba	PBA_tCO2eqperCap	4.718317e+00	4.253326e+00	4.331222e+00	3.985541e+00	4.207418e+00	3.572741e+00	3.684066e+00	3.612375e+00	3.496694e+00	3.509247e+00	3.541255e+00	3.430363e+00	3.392857e+00	3.321756e+00	3.271111e+00	3.303143e+00	3.472161e+00	3.439694e+00	3.755451e+00	3.723167e+00	4.364867e+00	4.173712e+00	4.175180e+00	4.112381e+00	4.121341e+00	4.150110e+00	4.225849e+00	4.197901e+00	4.198271e+00	
Cuba	CBA_tCO2eqperCap	5.535043e+00	5.002253e+00	4.483350e+00	3.505151e+00	4.123496e+00	3.948330e+00	3.929935e+00	3.868643e+00	3.773561e+00	3.797476e+00	3.816120e+00	3.746184e+00	3.700875e+00	3.677247e+00	3.653339e+00	3.724874e+00	4.004492e+00	3.982613e+00	4.419596e+00	4.236356e+00	4.872673e+00	4.740125e+00	4.728571e+00	4.685549e+00	4.629336e+00	4.640962e+00	4.380742e+00	4.337981e+00	4.349102e+00	
Cuba	Population	10597000	10674000	10736000	10789000	10838000	10888000	10939000	10990000	11039000	11085000	11126000	11165000	11200000	11229000	11250000	11262000	11261000	11251000	11237000	11227000	11226000	11237000	11257000	11283000	11307000	11325000	11335000	11339000	11338000	
Cuba	PBA_GgCO2eqPerBnUSDGDP	1.745479e+03	1.867041e+03	2.105420e+03	1.922453e+03	1.602906e+03	1.278352e+03	1.610881e+03	1.565093e+03	1.499825e+03	1.371427e+03	1.289039e+03	1.208873e+03	1.131272e+03	1.038962e+03	9.632751e+02	8.723418e+02	7.413334e+02	6.603656e+02	6.940070e+02	6.733247e+02	7.617212e+02	6.798087e+02	6.425944e+02	6.014414e+02	5.777623e+02	5.394053e+02	5.242421e+02	4.914766e+02	4.758905e+02	
Cuba	CBA_GgCO2eqPerBnUSDGDP	2.047616e+03	2.195790e+03	2.179370e+03	1.690734e+03	1.570934e+03	1.412740e+03	1.718389e+03	1.676123e+03	1.618581e+03	1.484068e+03	1.389092e+03	1.320170e+03	1.233974e+03	1.150151e+03	1.075833e+03	9.837185e+02	8.549903e+02	7.645973e+02	8.167411e+02	7.661336e+02	8.503393e+02	7.720652e+02	7.277659e+02	6.852680e+02	6.489772e+02	6.032032e+02	5.434575e+02	5.078767e+02	4.929877e+02	
Cuba	GDP_MilUSD	2.864544e+04	2.431656e+04	2.208586e+04	2.236725e+04	2.844833e+04	3.042980e+04	2.501737e+04	2.536591e+04	2.573633e+04	2.836462e+04	3.056540e+04	3.168240e+04	3.359050e+04	3.590120e+04	38203	4.264384e+04	5.274280e+04	5.860390e+04	6.080630e+04	62080	64328	68990	73141	77148	80656	87133	91370	96851	100023	
Cyprus	PBA_GgCO2eq	5740	6260	6650	6930	7190	7130	7480	7560	7890	8160	8430	8340	8570	8960	9180	9340	9540	9880	10000	9810	9490	9180	8630	7890	8270	8350	8780	8990	9.350891e+03	
Cyprus	CBA_GgCO2eq	8.613419e+03	8.789845e+03	8.966270e+03	2.611595e+03	6.473930e+03	1.082645e+04	1.104900e+04	1.097880e+04	1.182424e+04	1.210234e+04	1.247480e+04	1.246432e+04	1.273932e+04	1.342397e+04	1.407936e+04	1.426289e+04	1.486540e+04	1.569442e+04	1.633993e+04	1.512580e+04	1.499397e+04	1.468651e+04	1.428340e+04	1.311592e+04	1.320530e+04	1.322711e+04	1.347694e+04	1.341272e+04	1.195696e+04	
Cyprus	PBA_tCO2eqperCap	7.483703e+00	7.994891e+00	8.302122e+00	8.461538e+00	8.590203e+00	8.339181e+00	8.568156e+00	8.484848e+00	8.679868e+00	8.812095e+00	8.939555e+00	8.687500e+00	8.771750e+00	9.014085e+00	9.089109e+00	9.085603e+00	9.120459e+00	9.285714e+00	9.242144e+00	8.934426e+00	8.526505e+00	8.160000e+00	7.603524e+00	6.896853e+00	7.178819e+00	7.192076e+00	7.504274e+00	7.618644e+00	7.864501e+00	
Cyprus	CBA_tCO2eqperCap	1.123001e+01	1.122586e+01	1.119385e+01	3.188761e+00	7.734683e+00	1.266251e+01	1.265635e+01	1.232188e+01	1.300797e+01	1.306949e+01	1.322884e+01	1.298366e+01	1.303922e+01	1.350500e+01	1.393996e+01	1.387441e+01	1.421167e+01	1.475039e+01	1.510159e+01	1.377577e+01	1.347167e+01	1.305468e+01	1.258449e+01	1.146497e+01	1.146293e+01	1.139286e+01	1.151876e+01	1.136671e+01	1.005632e+01	
Cyprus	Population	767000	783000	801000	819000	837000	855000	873000	891000	909000	926000	943000	960000	977000	994000	1010000	1028000	1046000	1064000	1082000	1098000	1113000	1125000	1135000	1144000	1152000	1161000	1170000	1180000	1189000	
Cyprus	PBA_GgCO2eqPerBnUSDGDP	1.026626e+03	1.084885e+03	9.620740e+02	1.051547e+03	9.682584e+02	7.177997e+02	7.471096e+02	7.918039e+02	7.698599e+02	7.772977e+02	8.441950e+02	8.020853e+02	7.504229e+02	6.159208e+02	5.300062e+02	5.066886e+02	4.752703e+02	4.122031e+02	3.591348e+02	3.781018e+02	3.687953e+02	3.330254e+02	3.454969e+02	3.301135e+02	3.575735e+02	4.221617e+02	4.202780e+02	3.971092e+02	3.746051e+02	
Cyprus	CBA_GgCO2eqPerBnUSDGDP	1.540551e+03	1.523318e+03	1.297175e+03	3.962792e+02	8.718271e+02	1.089933e+03	1.103584e+03	1.149875e+03	1.153740e+03	1.152834e+03	1.249248e+03	1.198734e+03	1.115505e+03	9.227792e+02	8.128702e+02	7.737523e+02	7.405749e+02	6.547863e+02	5.868236e+02	5.829859e+02	5.826874e+02	5.327866e+02	5.718275e+02	5.487633e+02	5.709630e+02	6.687399e+02	6.451096e+02	5.924710e+02	4.790066e+02	
Cyprus	GDP_MilUSD	5.591130e+03	5.770197e+03	6.912150e+03	6.590291e+03	7.425704e+03	9.933133e+03	1.001192e+04	9.547819e+03	1.024862e+04	1.049791e+04	9.985844e+03	1.039790e+04	1.142023e+04	1.454733e+04	1.732055e+04	1.843341e+04	2.007279e+04	2.396876e+04	2.784470e+04	2.594539e+04	2.573243e+04	2.756547e+04	2.497851e+04	2.390087e+04	2.312811e+04	1.977915e+04	2.089094e+04	2.263861e+04	2.496200e+04	
Czech Republic	PBA_GgCO2eq	1.950000e+05	1.770000e+05	171000	1.630000e+05	1.560000e+05	1.550000e+05	158000	1.540000e+05	1.480000e+05	1.380000e+05	148000	1.480000e+05	1.450000e+05	1.480000e+05	1.490000e+05	1.460000e+05	147000	1.490000e+05	1.450000e+05	1.360000e+05	1.380000e+05	1.360000e+05	1.320000e+05	1.270000e+05	1.250000e+05	126000	1.280000e+05	127000	1.262236e+05	
Czech Republic	CBA_GgCO2eq	1.238718e+05	1.159337e+05	1.079956e+05	9.761367e+04	9.920865e+04	1.169733e+05	1.222657e+05	1.151692e+05	1.160867e+05	1.101425e+05	1.140492e+05	1.144210e+05	1.181101e+05	1.207262e+05	1.202227e+05	1.191582e+05	1.188816e+05	1.202776e+05	1.227579e+05	1.182162e+05	1.176965e+05	1.143888e+05	1.128048e+05	1.067551e+05	1.034466e+05	1.059640e+05	5.639420e+04	5.275699e+04	1.089993e+05	
Czech Republic	PBA_tCO2eqperCap	1.885698e+01	1.710806e+01	1.651695e+01	1.573511e+01	1.505646e+01	1.496428e+01	1.526570e+01	1.489650e+01	1.433692e+01	1.339026e+01	1.438429e+01	1.440950e+01	1.414358e+01	1.445454e+01	1.455220e+01	1.423279e+01	1.427323e+01	1.438502e+01	1.390887e+01	1.296720e+01	1.309671e+01	1.287026e+01	1.247519e+01	1.199584e+01	1.180247e+01	1.188567e+01	1.205387e+01	1.193497e+01	1.183421e+01	
Czech Republic	CBA_tCO2eqperCap	1.197871e+01	1.120565e+01	1.043134e+01	9.423078e+00	9.575200e+00	1.129304e+01	1.181311e+01	1.114038e+01	1.124544e+01	1.068722e+01	1.108458e+01	1.114020e+01	1.152069e+01	1.179081e+01	1.174165e+01	1.161612e+01	1.154302e+01	1.161205e+01	1.177533e+01	1.127157e+01	1.116983e+01	1.082509e+01	1.066107e+01	1.008360e+01	9.767404e+00	9.995659e+00	5.310688e+00	4.957898e+00	1.021933e+01	
Czech Republic	Population	10341000	10346000	10353000	10359000	10361000	10358000	10350000	10338000	10323000	10306000	10289000	10271000	10252000	10239000	10239000	10258000	10299000	10358000	10425000	10488000	10537000	10567000	10581000	10587000	10591000	10601000	10619000	10641000	10666000	
Czech Republic	PBA_GgCO2eqPerBnUSDGDP	4.817503e+03	5.964516e+03	4.943618e+03	4.013360e+03	3.280435e+03	2.593027e+03	2.358710e+03	2.492226e+03	2.225886e+03	2.127414e+03	2.400669e+03	2.191825e+03	1.770219e+03	1.485539e+03	1.250397e+03	1.071318e+03	9.455577e+02	7.874138e+02	6.151403e+02	6.596179e+02	6.651312e+02	5.966264e+02	6.365236e+02	6.064877e+02	6.014869e+02	6.744101e+02	6.561065e+02	5.881984e+02	5.152250e+02	
Czech Republic	CBA_GgCO2eqPerBnUSDGDP	3.060270e+03	3.906714e+03	3.122158e+03	2.403428e+03	2.086202e+03	1.956870e+03	1.825249e+03	1.863816e+03	1.745917e+03	1.697961e+03	1.849962e+03	1.694532e+03	1.441936e+03	1.211780e+03	1.008900e+03	8.743584e+02	7.646897e+02	6.356259e+02	5.207814e+02	5.733641e+02	5.672728e+02	5.018188e+02	5.439614e+02	5.098083e+02	4.977741e+02	5.671681e+02	2.890672e+02	2.443431e+02	4.449181e+02	
Czech Republic	GDP_MilUSD	4.047740e+04	2.967550e+04	3.459005e+04	4.061435e+04	4.755467e+04	5.977570e+04	6.698577e+04	6.179216e+04	6.649037e+04	6.486748e+04	6.164949e+04	6.752364e+04	8.191077e+04	9.962714e+04	1.191622e+05	1.362807e+05	1.554638e+05	1.892271e+05	2.357186e+05	2.061800e+05	2.074779e+05	2.279483e+05	2.073764e+05	2.094024e+05	2.078183e+05	1.868299e+05	1.950903e+05	2.159135e+05	2.449874e+05	
Cote dIvoire	PBA_GgCO2eq	13600	13300	13100	14500	14200	16800	18200	18300	17700	17100	17900	19600	20700	17600	19100	21200	20100	19900	19800	18400	20000	21500	23700	25700	25400	26000	27900	28600	3.037255e+04	
Cote dIvoire	CBA_GgCO2eq	1.532740e+04	1.394813e+04	1.256886e+04	7.126900e+03	9.482481e+03	1.546331e+04	1.627899e+04	1.643830e+04	1.612731e+04	1.567608e+04	1.599916e+04	1.725319e+04	1.790424e+04	1.592134e+04	1.681905e+04	1.824661e+04	1.661127e+04	1.687144e+04	1.670527e+04	1.586932e+04	1.683152e+04	1.726814e+04	1.918737e+04	2.100107e+04	2.063516e+04	2.130738e+04	2.838293e+04	2.943718e+04	3.312431e+04	
Cote dIvoire	PBA_tCO2eqperCap	1.140461e+00	1.075878e+00	1.022479e+00	1.092526e+00	1.033855e+00	1.183099e+00	1.241050e+00	1.209438e+00	1.135416e+00	1.066550e+00	1.087815e+00	1.162998e+00	1.201253e+00	1	1.062883e+00	1.154999e+00	1.071714e+00	1.038026e+00	1.009895e+00	9.172940e-01	9.740418e-01	1.022398e+00	1.099921e+00	1.163528e+00	1.121512e+00	1.119435e+00	1.171137e+00	1.170356e+00	1.211558e+00	
Cote dIvoire	CBA_tCO2eqperCap	1.285317e+00	1.128307e+00	9.810223e-01	5.369877e-01	6.903882e-01	1.088965e+00	1.110057e+00	1.086399e+00	1.034532e+00	9.777385e-01	9.722980e-01	1.023746e+00	1.039011e+00	9.046214e-01	9.359513e-01	9.940949e-01	8.856984e-01	8.800502e-01	8.520489e-01	7.911322e-01	8.197304e-01	8.211584e-01	8.904893e-01	9.507910e-01	9.111249e-01	9.173933e-01	1.191409e+00	1.204615e+00	1.321326e+00	
Cote dIvoire	Population	11925000	12362000	12812000	13272000	13735000	14200000	14665000	15131000	15589000	16033000	16455000	16853000	17232000	17600000	17970000	18355000	18755000	19171000	19606000	20059000	20533000	21029000	21547000	22088000	22648000	23226000	23823000	24437000	25069000	
Cote dIvoire	PBA_GgCO2eqPerBnUSDGDP	1.259743e+03	1.267557e+03	1.174575e+03	1.312721e+03	1.708053e+03	1.527252e+03	1.499271e+03	1.561148e+03	1.403422e+03	1.381635e+03	1.670240e+03	1.751163e+03	1.676532e+03	1.149831e+03	1.153769e+03	1.240860e+03	1.129157e+03	9.781929e+02	8.173407e+02	7.579036e+02	8.029297e+02	8.459613e+02	8.846899e+02	8.217932e+02	7.182540e+02	5.675042e+02	5.816834e+02	5.543908e+02	5.261619e+02	
Cote dIvoire	CBA_GgCO2eqPerBnUSDGDP	1.419749e+03	1.329327e+03	1.126951e+03	6.452160e+02	1.140605e+03	1.405736e+03	1.341023e+03	1.402329e+03	1.278724e+03	1.266586e+03	1.492874e+03	1.541488e+03	1.450098e+03	1.040161e+03	1.015984e+03	1.067995e+03	9.331710e+02	8.293229e+02	6.895908e+02	6.536639e+02	6.757265e+02	6.794501e+02	7.162394e+02	6.715385e+02	5.835151e+02	4.650779e+02	5.917520e+02	5.706190e+02	5.738323e+02	
Cote dIvoire	GDP_MilUSD	1.079585e+04	1.049263e+04	1.115297e+04	1.104576e+04	8.313557e+03	1.100015e+04	1.213923e+04	1.172214e+04	1.261203e+04	1.237664e+04	1.071702e+04	1.119256e+04	1.234692e+04	1.530660e+04	1.655444e+04	1.708493e+04	1.780089e+04	2.034364e+04	2.422490e+04	2.427749e+04	2.490878e+04	2.541488e+04	2.678905e+04	3.127307e+04	3.536353e+04	4.581464e+04	4.796423e+04	5.158816e+04	5.772473e+04	
North Korea	PBA_GgCO2eq	218000	212000	188000	177000	162000	143000	121000	108000	89500	89000	86700	92800	91700	93500	95700	100000	102000	87400	95200	93800	89700	70700	72200	59400	64100	65900	71600	73200	73200	
North Korea	CBA_GgCO2eq	1.937651e+05	1.790485e+05	1.643320e+05	1.455701e+05	1.325821e+05	1.132163e+05	1.010302e+05	8.624810e+04	7.259809e+04	7.283879e+04	6.487976e+04	7.240809e+04	7.054135e+04	7.374368e+04	7.409030e+04	7.797806e+04	7.942970e+04	6.630693e+04	6.921814e+04	6.930393e+04	6.215934e+04	4.653456e+04	4.782843e+04	3.930464e+04	4.013469e+04	3.956442e+04	6.693651e+04	7.058375e+04	7.160923e+04	
North Korea	PBA_tCO2eqperCap	1.074262e+01	1.028677e+01	8.979319e+00	8.323145e+00	7.507647e+00	6.541030e+00	5.471894e+00	4.835460e+00	3.971247e+00	3.915358e+00	3.781238e+00	4.011585e+00	3.929046e+00	3.971625e+00	4.032360e+00	4.183400e+00	4.240283e+00	3.613362e+00	3.916084e+00	3.839856e+00	3.653917e+00	2.865480e+00	2.911173e+00	2.382671e+00	2.558065e+00	2.616741e+00	2.829145e+00	2.878490e+00	2.864971e+00	
North Korea	CBA_tCO2eqperCap	9.548370e+00	8.687881e+00	7.848881e+00	6.845204e+00	6.144319e+00	5.178680e+00	4.568813e+00	3.861567e+00	3.221284e+00	3.204381e+00	2.829594e+00	3.130078e+00	3.022467e+00	3.132431e+00	3.121826e+00	3.262135e+00	3.302004e+00	2.741315e+00	2.847311e+00	2.837069e+00	2.532052e+00	1.886052e+00	1.928488e+00	1.576600e+00	1.601672e+00	1.571014e+00	2.644876e+00	2.775610e+00	2.802710e+00	
North Korea	Population	20293000	20609000	20937000	21266000	21578000	21862000	22113000	22335000	22537000	22731000	22929000	23133000	23339000	23542000	23733000	23904000	24055000	24188000	24310000	24428000	24549000	24673000	24801000	24930000	25058000	25184000	25308000	25430000	25550000	
North Korea	PBA_GgCO2eqPerBnUSDGDP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
North Korea	CBA_GgCO2eqPerBnUSDGDP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
North Korea	GDP_MilUSD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
DR Congo	PBA_GgCO2eq	36100	35100	35400	35400	39300	39500	35500	34800	34900	32400	32600	37600	40100	42800	44300	44800	46600	43800	46100	45800	47400	46900	46900	49800	50800	51100	50900	50100	5.206918e+04	
DR Congo	CBA_GgCO2eq	3.763694e+04	3.664635e+04	3.565575e+04	2.869069e+04	3.585188e+04	3.999854e+04	3.512505e+04	3.474515e+04	3.616222e+04	3.325110e+04	3.353884e+04	3.816084e+04	4.016165e+04	4.273178e+04	4.465108e+04	4.564693e+04	4.730765e+04	4.468296e+04	4.779525e+04	4.804026e+04	4.924760e+04	4.881699e+04	5.002768e+04	5.346560e+04	5.431175e+04	5.462269e+04	5.568032e+04	5.416748e+04	5.921541e+04	
DR Congo	PBA_tCO2eqperCap	1.042991e+00	9.774981e-01	9.481974e-01	9.119951e-01	9.763247e-01	9.500673e-01	8.302734e-01	7.940311e-01	7.781494e-01	7.055749e-01	6.920562e-01	7.763943e-01	8.040584e-01	8.322638e-01	8.347623e-01	8.177272e-01	8.236417e-01	7.493071e-01	7.631061e-01	7.333985e-01	7.341553e-01	7.025691e-01	6.795033e-01	6.978797e-01	6.886548e-01	6.702079e-01	6.460293e-01	6.154867e-01	6.193698e-01	
DR Congo	CBA_tCO2eqperCap	1.087396e+00	1.020562e+00	9.550477e-01	7.391461e-01	8.906635e-01	9.620585e-01	8.215041e-01	7.927795e-01	8.062926e-01	7.241094e-01	7.119865e-01	7.879749e-01	8.052945e-01	8.309373e-01	8.413779e-01	8.331860e-01	8.361493e-01	7.644123e-01	7.911681e-01	7.692719e-01	7.627718e-01	7.312859e-01	7.248182e-01	7.492482e-01	7.362607e-01	7.164102e-01	7.067017e-01	6.654564e-01	7.043752e-01	
DR Congo	Population	34612000	35908000	37334000	38816000	40253000	41576000	42757000	43827000	44850000	45920000	47106000	48429000	49872000	51426000	53069000	54786000	56578000	58454000	60411000	62449000	64564000	66755000	69021000	71359000	73767000	76245000	78789000	81399000	84068000	
DR Congo	PBA_GgCO2eqPerBnUSDGDP	3.861060e+03	3.646588e+03	4.302725e+03	3.306477e+03	6.752134e+03	6.999278e+03	6.150962e+03	5.713497e+03	5.614912e+03	6.877142e+03	1.707875e+03	5.054994e+03	4.594389e+03	4.788775e+03	4.302022e+03	3.744415e+03	3.224489e+03	2.616945e+03	2.329634e+03	2.455978e+03	2.197933e+03	1.815033e+03	1.600342e+03	1.523880e+03	1.414686e+03	1.347655e+03	1.370682e+03	1.317753e+03	1.111845e+03	
